The candidates of the Haar-like features
nRectY  nRectX      ScaleY1 ScaleYStep ScaleYEnd     ScaleX1 ScaleXStep  ScaleXEnd
1       3           2       2          18            3       3           18
1       2           2       2          18            2       2           18
2       1           2       2          18            2       2           18
3       1           3       3          18            2       2           18
1       4           2       2          18            4       4           16
4       1           4       4          16            2       2           18
3       3           3       3          18            3       3           18
